id,nev,tipus,kanonikus
783,orvosi alkalmasság,elvaras,orvosi alkalmasság
786,szakmunkás végzettség,elvaras,szakképzettség
788,B kategóriás vezetői engedély,elvaras,b kategóriás jogosítvány
790,épületvillamossági szerelés,feladat,épületvillamossági szerelés
791,villanyszerelés,feladat,villanyszerelés
796,építési villanyszerelés,feladat,villanyszerelés
800,villanyszerelő végzettség,elvaras,villanyszerelő végzettség
801,modern épületvillamossági rendszerek kivitelezése,feladat,modern épületvillamossági rendszerek kivitelezése
802,ipari csarnokok elektromos rendszerei,feladat,ipari csarnokok elektromos rendszerein végzett munka
803,E-mobilitási infrastruktúra telepítése,feladat,e-mobilitási infrastruktúra telepítése
804,nyomvonalépítés,feladat,nyomvonalépítés
806,erősáramú villanyszerelés,feladat,erősáramú villanyszerelés
807,anyagbeszerzés,feladat,anyagellátás
808,megrendelővel való kapcsolattartás,feladat,megrendelői kapcsolattartás
809,szerszámok tisztítása,feladat,szerszámok tisztítása
810,villanyszerelő/erősáramú villanyszerelő végzettség,elvaras,villanyszerelő vagy erősáramú villanyszerelő végzettség
812,B kategóriás jogosítvány,elvaras,b kategóriás jogosítvány
813,erkölcsi bizonyítvány,elvaras,erkölcsi bizonyítvány
814,váltóáramú áramellátó rendszerek létesítése,feladat,váltóáramú áramellátó rendszerek létesítése
815,egyenáramú áramellátó rendszerek létesítése,feladat,egyenáramú áramellátó rendszerek létesítése
816,"0,4 kV-os rendszerek kezelése",feladat,"0,4 kv-os rendszerek kezelése"
817,erősáramú villanyszerelő végzettség,elvaras,erősáramú villanyszerelő végzettség
821,műszaki nyitottság,soft,műszaki affinitás
822,villamosmérnöki tudás,elvaras,villamosmérnöki tudás
825,tapasztalat a szakterületen,elvaras,szakmai tapasztalat
826,"víz-, gáz- és fűtésszerelés",feladat,"víz-, gáz- és fűtésszerelés"
830,megbízható munkavégzés,soft,megbízhatóság
831,német nyelvtudás (társalgási szint),elvaras,német nyelvtudás (társalgási szint)
832,saját gépjármű,eszkoz,saját gépjármű
833,csoportos hibaelhárítás,feladat,csoportos hibaelhárítás
834,feszültség alatti munkavégzés,feladat,feszültség alatti munkavégzés
835,közvilágítási hibák javítása,feladat,közvilágítási hibák javítása
836,erősáramú villanyszerelői végzettség,elvaras,erősáramú villanyszerelő végzettség
837,magasban végzett munka,feladat,magasban végzett munka
838,WINDOWS és MS Office alapszintű használata,eszkoz,windows és ms office alapszintű használata
839,elektronikus levelezés,eszkoz,elektronikus levelezés
841,ipari gépészet,elvaras,ipari gépészeti ismeretek
842,mechatronika,elvaras,mechatronikai ismeretek
846,gyártógépek karbantartása,feladat,gyártógépek karbantartása
847,iroda- és szociális létesítmények gépei karbantartása,feladat,irodai és szociális létesítmények gépeinek karbantartása
850,hibaelhárítás,feladat,hibaelhárítás
851,karbantartási munkák elvégzése,feladat,karbantartási feladatok ellátása
852,szállodai üzemeltetés,feladat,szállodai műszaki üzemeltetés
853,műszaki ismeretek,elvaras,műszaki ismeretek
854,jegykiadó automaták javítása,feladat,jegykiadó automaták javítása
855,helyszíni hibaelhárítás,feladat,hibaelhárítás
856,alkatrészkészlet kezelése,feladat,alkatrészkészlet kezelése
857,akkumulátor csere,feladat,akkumulátor csere
858,tisztítási munkák,feladat,tisztítási munkák
859,gépek szétszerelése és összerakása,feladat,gépek szétszerelése és összeszerelése
860,gépjavítás,feladat,gépjavítás
861,gépbeállítás,feladat,gépbeállítás
863,vízvezeték szerelés,feladat,"víz-, gáz- és fűtésszerelés"
864,létesítmény karbantartása,feladat,létesítmény karbantartása
865,műszaki berendezések üzemeltetése,feladat,műszaki berendezések üzemeltetése
866,tervszerű karbantartás,feladat,tervszerű karbantartás
867,liftszerelés,feladat,liftszerelés
868,liftkarbantartás,feladat,liftkarbantartás
870,villanyszerelési végzettség,elvaras,villanyszerelő végzettség
871,külső munkavégzés,feladat,külső munkavégzés
876,gyártósori berendezések beállítása,feladat,gyártósori berendezések beállítása
877,gépek üzemeltetése,feladat,gépek üzemeltetése
878,autóipari gyártás ismerete,elvaras,autóipari ismeretek
879,műszaki paraméterek felügyelete,feladat,műszaki paraméterek felügyelete
880,folyamatos műszak munka,elvaras,folyamatos műszak munka vállalása
881,víz-fűtésszerelés,feladat,"víz-, gáz- és fűtésszerelés"
882,épületgépész munkák,feladat,épületgépészet
883,hibajavítás,feladat,hibaelhárítás
884,munkalap vezetése,feladat,munkalap vezetése
885,szakmunkás bizonyítvány,elvaras,szakképzettség
886,karbantartói tapasztalat,elvaras,karbantartói tapasztalat
887,önállóság,soft,önállóság
889,élelmiszeripari gyártógépek üzemeltetése,feladat,élelmiszeripari gyártógépek üzemeltetése
891,termelés felügyelete,feladat,termelés felügyelete
892,technológiai paraméterek optimalizálása,feladat,technológiai paraméterek optimalizálása
893,szerszámcsere,feladat,szerszámcsere
894,termékváltások kezelése,feladat,termékváltások kezelése
900,vízvezeték-szerelés,feladat,"víz-, gáz- és fűtésszerelés"
901,fűtésrendszer karbantartása,feladat,fűtésrendszer karbantartása
902,műszaki berendezések karbantartása,feladat,műszaki berendezések karbantartása
908,berendezések állapotfelmérése,feladat,berendezés állapotfelmérés
909,karbantartási dokumentáció,feladat,karbantartási dokumentálás
910,villamos karbantartó kollégákkal való együttműködés,soft,együttműködés
912,gyártóipari tapasztalat,elvaras,gyártóipari tapasztalat
913,elektromos rendszerek karbantartása,feladat,elektromos rendszerek karbantartása
914,vízvezeték és csatornarendszer karbantartása,feladat,vízvezeték- és csatornarendszer karbantartása
915,HVAC/gépészeti rendszerek karbantartása,feladat,HVAC és gépészeti rendszerek karbantartása
916,épület műszaki rendszereinek felügyelete,feladat,épület műszaki rendszereinek felügyelete
917,csőszerelés,feladat,csőszerelés
919,csőszerelő szakmunkás végzettség,elvaras,csőszerelő szakmunkás végzettség
925,karbantartási munkálatok,feladat,karbantartási feladatok ellátása
926,autóipari tapasztalat,elvaras,autóipari ismeretek
927,szállodai szobák karbantartása,feladat,szállodai szobák karbantartása
928,éttermi és konyhai gépek javítása,feladat,éttermi és konyhai gépek javítása
929,műszaki rendszerek karbantartása,feladat,létesítmény karbantartása
930,wellness rendszerek karbantartása,feladat,wellness rendszerek karbantartása
931,kertészeti munkák,feladat,kertészeti munkák
932,fűnyírás,feladat,fűnyírás
933,fametszés,feladat,fametszés
935,lakatosság,feladat,lakatosság
936,gépkocsi-ipar ismerete,elvaras,autóipari ismeretek
937,magas minőségi elvárások teljesítése,soft,magas minőségi elvárások teljesítése
938,eseti karbantartási munkálatok,feladat,eseti karbantartási munkálatok
939,tervezett karbantartási munkálatok,feladat,terv szerinti karbantartás
940,gépjavítások,feladat,gépjavítás
941,dokumentálás,feladat,dokumentációkezelés
942,parkolástechnikai rendszerek ismerete,elvaras,parkolástechnikai rendszerek ismerete
943,gépkocsi-felvonók ismerete,elvaras,gépkocsi-felvonók ismerete
947,gyártósori munka,feladat,gyártósori munka
949,nyomdai gépkezelés,feladat,nyomdai gépkezelés
950,nyomdászati alapismeretek,elvaras,nyomdászati alapismeretek
952,tanulékonyság,soft,tanulékonyság
956,multitasking,soft,multitasking
957,három műszakos munkarend,elvaras,három műszakos munkarend vállalása
958,fröccsöntő gép kezelése,feladat,fröccsöntő gép kezelése
961,szakmai hozzáértés,soft,szakmai hozzáértés
966,műszakos munkarend,elvaras,műszakvállalás
967,teljesítménymotiváció,soft,teljesítménymotiváció
968,ofszet nyomdagépek kezelése,feladat,ofszet nyomdagép kezelése
970,színtónus-ellenőrzés,feladat,színtónus-ellenőrzés
971,nyomtatási minőségellenőrzés,feladat,nyomtatási minőségellenőrzés
972,gyártási folyamatok felügyelete,feladat,gyártási folyamatok felügyelete
973,precízió,soft,precizitás
974,CNC esztergályozás,feladat,CNC esztergálás
978,CNC élhajlító gépkezelés,feladat,CNC élhajlító kezelése
982,CNC gépkezelés,elvaras,CNC gépkezelés
992,tapasztalat a gépkezelésben,elvaras,gépkezelési tapasztalat
996,önálló feladatkezelés,soft,önálló feladatkezelés
1001,CNC esztergálás,elvaras,CNC esztergálás
1005,esztergagép kezelése,feladat,esztergagép kezelése
1006,marógép kezelése,feladat,marógép kezelése
1007,köszörűgép kezelése,feladat,köszörűgép kezelése
1008,CNC programozás,elvaras,CNC programozás
1009,alkatrészrajz olvasása,feladat,alkatrészrajz olvasás
1011,lézervágó gépkezelés,feladat,lézervágás
1012,stabil munkahelyen való munkavégzés,soft,stabil munkahelyen való munkavégzés
1013,kiszámítható munkarend,elvaras,kiszámítható munkarend
1014,CNC lézervágó gépkezelés,feladat,CNC lézervágó gép kezelése
1015,lézervágás,feladat,lézervágás
1017,lézervágógép kezelése,feladat,lézervágás
1018,Trumpf lézervágó gép,elvaras,Trumpf lézervágó gép ismerete
1019,műszaki rajz alapján programozás,elvaras,műszaki rajz alapján történő programozás
1020,vékony lemez megmunkálása,feladat,vékony lemez megmunkálás
1021,minimum 3 év szakmai tapasztalat,elvaras,minimum 3 év szakmai tapasztalat
1022,CNC lézergép kezelése,feladat,CNC lézervágó gép kezelése
1023,Trumpf lézer-stanc kombi gép,elvaras,Trumpf lézer-stanc kombi gép ismerete
1025,program behívása és ellenőrzése,feladat,program behívása és ellenőrzése
1026,lemeztáblák mozgatása,feladat,lemeztáblák mozgatása
1028,lézergépkezelés,feladat,lézervágás
1030,program behívása,feladat,program behívása
1031,C+E kategóriás jogosítvány,elvaras,C+E kategóriás jogosítvány
1032,GKI igazolvány,elvaras,GKI igazolvány
1033,PÁV III,elvaras,PÁV III
1034,ponyvás szerelvény vezetése,feladat,ponyvás szerelvény vezetése
1035,nyerges szerelvény vezetése,feladat,nyerges szerelvény vezetése
1036,nemzetközi fuvarozás,elvaras,nemzetközi fuvarozás
1038,hűtős szerelvény vezetése,feladat,hűtős teherautó vezetése
1041,korrekt munkavégzés,soft,korrekt munkavégzés
1043,betonacél szállítása,feladat,betonacél szállítás
1044,belföldi fuvarozás,feladat,belföldi fuvarozás
1045,szállítási dokumentáció kezelése,feladat,szállítási dokumentáció kezelése
1047,hűtős teherautó vezetése,feladat,hűtős teherautó vezetése
1049,szállítási megbízások végrehajtása,feladat,szállítási megbízások végrehajtása
1052,konténeres fuvarozás,feladat,konténeres fuvarozás
1057,C kategóriás jogosítvány,elvaras,C kategóriás jogosítvány
1059,sofőrkártya,elvaras,sofőrkártya
1063,CE kategóriás jogosítvány,elvaras,CE kategóriás jogosítvány
1066,tehergépjármű vezetése,feladat,tehergépjármű vezetése
1069,emelő hátfalas teherautó vezetése,feladat,emelőhátfalas teherautó vezetése
1070,fuvarkörök teljesítése,feladat,fuvarkörök teljesítése
1072,nyersolaj szállítása,feladat,nyersolaj szállítása
1073,hosszútávú fuvarozás,feladat,hosszútávú fuvarozás
1076,dobozos furgon vezetése,feladat,dobozos furgon vezetése
1077,szlovákiai fuvarozás,feladat,szlovákiai fuvarozás
1080,személygépkocsi vezetése,feladat,személygépkocsi vezetése
1083,élelmiszerkereskedelem tapasztalata,elvaras,élelmiszerkereskedelmi tapasztalat
1084,élelmiszer áruszállítás tapasztalata,elvaras,élelmiszer áruszállítási tapasztalat
1085,targoncavezezetői jogosítvány,elvaras,targoncavezetői jogosítvány
1086,targoncavezetés gyakorlata,elvaras,targoncavezetés gyakorlata
1090,GKI kártya,elvaras,GKI kártya
1091,gépjárművezetés,feladat,gépjárművezetés
1092,élő állat beszállítása,feladat,élő állat szállítása
1093,forgózsámolyos autó vezetése,feladat,forgózsámolyos autó vezetése
1097,építőipari termékek szállítása,feladat,építőipari termékek szállítása
1098,hetelős munkarend vállalása,elvaras,hetelős munkarend vállalása
1101,hűtős furgon vezetése,feladat,hűtős teherautó vezetése
1102,nemzetközi szállítás,feladat,nemzetközi fuvarozás
1103,családias munkavégzés,soft,családias munkakörnyezetbe való illeszkedés
1108,négykezes munka vállalása,elvaras,négykezes munka vállalása
1109,páros munkavégzés,elvaras,páros munkavégzés vállalása
1111,"7,5 tonnás jármű vezetése",feladat,"7,5 tonnás jármű vezetése"
1112,raklapok kiszállítása,feladat,raklapok kiszállítása
1113,vevői kapcsolattartás,soft,vevői kapcsolattartás
1115,áru szállítása,feladat,áruszállítás
1116,kocsigazdás rendszer ismerete,elvaras,kocsigazdás rendszer ismerete
1117,fix napidíjas elszámolás kezelése,feladat,fix napidíjas elszámolás kezelése
1120,áruterítés,feladat,áruterítés
1121,áru be- és kirakodása,feladat,áru be- és kirakodása
1122,szállítási rend fenntartása,soft,szállítási rend fenntartása
1123,betegápolás,feladat,betegápolás
1124,szakápolói végzettség,elvaras,szakápolói végzettség
1127,szociális gondozás,feladat,szociális gondozás
1131,0-1 év szakmai tapasztalat,elvaras,0-1 év szakmai tapasztalat
1133,12/24 órás műszak vállalása,elvaras,12/24 órás műszak vállalása
1135,kézi betegkezelés,feladat,kézi betegkezelés
1137,betegekkel való kommunikáció,soft,betegekkel való kommunikáció
1138,higiénés szabályok betartása,elvaras,higiénia
1139,emelés-pakolás,feladat,emelés és pakolás
1140,két műszakos munkarend vállalása,elvaras,két műszakos munkarend vállalása
1142,gondozás,feladat,gondozás
1143,1-2 év szakmai tapasztalat,elvaras,1-2 év szakmai tapasztalat
1144,vezénylés szerinti munkavégzés,elvaras,vezénylés szerinti munkavégzés vállalása
1146,diplomás ápoló végzettség (E kategória),elvaras,diplomás ápoló végzettség (E kategória)
1154,egy műszakos munkarend vállalása,elvaras,egy műszakos munkarend vállalása
1159,alapápolási feladatok,feladat,alapápolási feladatok
